user,item,rating,genre
147,92,4.0,"history, biography, nonfiction, business, ebooks"
147,110,4.0,"suspense, thriller, ebooks, classics, mystery, fiction, crime"
148,70,3.0,"ebooks, fiction, travel, biography, nonfiction, contemporary, memoir, history"
148,59,3.0,"fiction, history, contemporary, classics, ebooks"
148,84,3.0,"fantasy, art, nonfiction, classics, fiction, science"
148,62,4.0,"fantasy, classics, fiction"
148,65,2.0,"spirituality, ebooks, classics, business, nonfiction"
148,159,4.0,"business, biography, fiction, ebooks, memoir, nonfiction, history"
148,17,4.0,"spirituality, music, ebooks, fiction, business, philosophy, psychology, art, nonfiction"
148,171,4.0,"philosophy, spirituality, ebooks, contemporary, religion, fiction, fantasy, nonfiction, classics, psychology"
148,19,2.0,"fiction, history, contemporary, ebooks, classics, music"
148,397,4.0,"classics, travel, fiction"
148,471,3.0,"memoir, classics, fiction, contemporary, history, ebooks, romance"
149,75,5.0,"fiction, contemporary, romance"
149,319,3.0,"fiction, science, contemporary, philosophy, history, business, psychology, nonfiction, ebooks"
149,320,2.0,"christian, religion, nonfiction, psychology"
149,396,3.0,"ebooks, fiction, classics"
149,239,3.0,"classics, fiction, contemporary, ebooks"
149,398,2.0,"thriller, contemporary, fiction, ebooks, suspense, crime, mystery"
149,433,3.0,"crime, psychology, thriller, romance, contemporary, fiction, classics, science, ebooks, suspense"
150,105,4.0,"fantasy, fiction, romance, mystery, comics, manga"
150,52,3.0,"fiction, romance, classics, biography, memoir, history, contemporary"
150,195,3.0,"history, nonfiction, business, classics, science"
150,367,4.0,"history, nonfiction, art"
150,474,1.0,"ebooks, contemporary, memoir, nonfiction, biography, fiction"
151,204,5.0,"contemporary, classics, travel, paranormal, science, ebooks, crime, mystery, fantasy, fiction"
151,116,3.0,"fiction, classics"
151,89,2.0,"fantasy, philosophy, history, poetry, fiction, classics"
151,477,5.0,"crime, contemporary, fiction, psychology, nonfiction, memoir, biography"
151,478,5.0,"classics, nonfiction, history, ebooks, science, philosophy"
151,389,4.0,"psychology, memoir, nonfiction, biography, science, ebooks, crime"
151,480,4.0,"fantasy, ebooks, thriller, suspense, paranormal, contemporary, crime, romance, fiction, mystery"
151,292,4.0,"fiction, mystery, crime, thriller, ebooks"
152,7,4.0,"poetry, ebooks, romance, spirituality, fantasy, religion, philosophy, classics"
152,320,2.0,"religion, christian, psychology, nonfiction"
152,37,3.0,"ebooks, classics, fiction, biography, nonfiction, history"
152,38,3.0,"suspense, classics, history, crime, contemporary, thriller, fantasy, romance, fiction, ebooks, mystery"
152,17,4.0,"art, fiction, ebooks, music, nonfiction, spirituality, philosophy, psychology, business"
152,396,3.0,"ebooks, fiction, classics"
153,182,5.0,"classics, history, crime, contemporary, mystery, fiction"
153,233,4.0,"mystery, contemporary, fiction, ebooks, classics"
153,166,4.0,"science, fiction, philosophy, travel, nonfiction, history, fantasy"
153,226,4.0,"romance, fiction, classics, poetry, nonfiction, philosophy"
153,270,4.0,"fantasy, classics, fiction"
154,28,4.0,"ebooks, nonfiction"
154,3,3.0,"religion, fiction, fantasy, classics, ebooks, philosophy, science"
154,4,2.0,"fiction, science, philosophy, classics, fantasy, religion, ebooks"
154,7,5.0,"poetry, classics, fantasy, ebooks, spirituality, romance, philosophy, religion"
154,8,4.0,"romance, fiction, classics, contemporary"
154,158,4.0,"fiction, nonfiction, mystery, biography, ebooks, philosophy, classics, religion, fantasy, science"
154,81,5.0,"nonfiction, philosophy, ebooks, history, science"
154,219,5.0,"fantasy, philosophy, ebooks, science, history, fiction"
155,204,4.0,"contemporary, fiction, fantasy, mystery, crime, ebooks, science, classics, travel, paranormal"
155,63,4.0,"ebooks, thriller, classics, crime, contemporary, mystery, fiction"
155,96,4.0,"history, biography, fiction, nonfiction"
155,147,4.0,"spirituality, contemporary, religion, travel, ebooks, romance, philosophy, fantasy, classics, fiction"
155,132,4.0,"contemporary, classics, fantasy, mystery, fiction"
155,278,5.0,"science, philosophy, ebooks, psychology, nonfiction, business"
155,159,3.0,"nonfiction, fiction, memoir, ebooks, biography, history, business"
155,17,3.0,"art, ebooks, fiction, nonfiction, music, business, psychology, philosophy, spirituality"
155,306,3.0,"fiction, classics, contemporary, romance, ebooks, business, philosophy"
155,397,4.0,"travel, fiction, classics"
155,120,3.0,"fiction, contemporary, romance"
155,481,5.0,"fantasy, crime, contemporary, romance, science, suspense, mystery, thriller, fiction, ebooks"
156,71,4.0,"fiction, history, travel, biography, memoir, ebooks, science, contemporary, nonfiction"
156,125,1.5,"travel, nonfiction, memoir, biography, history, fiction, contemporary, ebooks, travel, nonfiction, memoir, history, fiction, contemporary, ebooks, biography"
156,60,5.0,"classics, fiction, ebooks"
156,61,4.0,"science, ebooks, classics, fantasy, religion, philosophy, fiction"
156,74,1.0,"classics, fiction, history, memoir, sports, contemporary"
156,131,4.0,"fiction, ebooks, religion, science, philosophy, fantasy, classics"
156,126,4.0,"romance, science, classics, fantasy, fiction"
156,127,2.0,"memoir, nonfiction, biography, contemporary, poetry, fiction"
156,87,4.0,"romance, philosophy, thriller, crime, mystery, contemporary, fiction"
156,88,3.0,"business, nonfiction, psychology"
156,65,3.0,"spirituality, ebooks, nonfiction, classics, business"
156,249,1.0,"fiction, romance, contemporary, philosophy, ebooks, classics, spirituality"
156,482,3.0,"art, memoir, nonfiction, biography, science, classics, spirituality, fiction, psychology, philosophy, religion"
157,41,3.0,"classics, fiction, ebooks, philosophy, science, nonfiction, history"
157,202,2.0,"history, classics, philosophy, nonfiction, business, ebooks, science"
157,289,1.0,"religion, classics, contemporary, fiction"
157,483,4.0,"classics, philosophy, nonfiction, science, history"
157,484,4.0,"thriller, ebooks, contemporary, fiction, mystery, fantasy"
157,193,3.0,"fiction, fantasy, nonfiction"
158,278,5.0,"nonfiction, science, philosophy, ebooks, psychology, business"
158,375,4.0,"poetry, fiction, fantasy, philosophy, religion, history"
158,229,4.0,"contemporary, travel, classics, memoir, fiction, history, nonfiction, biography"
158,465,3.0,"travel, memoir, religion, biography, fiction, business, nonfiction, history"
158,427,5.0,"fiction, contemporary, classics"
158,485,3.0,"romance, classics, fiction"
158,342,3.0,"crime, suspense, sports, fiction, ebooks, contemporary, mystery, thriller"
158,284,3.0,"business, memoir, history, biography, nonfiction"
159,171,4.0,"spirituality, classics, psychology, nonfiction, philosophy, fantasy, fiction, religion, contemporary, ebooks"
159,195,3.0,"history, nonfiction, science, classics, business"
159,339,4.0,"fiction, psychology, ebooks, poetry, philosophy, classics, spirituality, religion, nonfiction"
159,380,3.0,"history, fiction, classics"
159,154,3.0,"history, classics, fiction"
159,298,4.0,"thriller, fiction, crime, mystery, suspense, contemporary, ebooks"
159,227,4.0,"contemporary, mystery, crime, fiction, ebooks"
160,48,3.0,"classics, romance, ebooks, fiction, religion"
160,126,2.0,"romance, science, fantasy, fiction, classics"
160,85,2.0,"thriller, crime, classics, history, contemporary, fiction, biography"
160,50,3.0,"thriller, philosophy, classics, comics, contemporary, crime, mystery, fiction"
160,14,3.0,"sports, psychology, fiction, science, biography, history, philosophy, contemporary, nonfiction, music, memoir"
160,88,1.0,"business, nonfiction, psychology"
160,16,2.0,"classics, nonfiction, business, art, psychology, science, philosophy, history"
160,205,3.0,"business, philosophy, history, ebooks, contemporary, fiction, psychology, science, nonfiction"
160,220,1.0,"ebooks, nonfiction, business, psychology"
160,317,3.0,"history, ebooks, romance, fiction, classics"
160,297,2.0,"classics, art, contemporary, history, fiction, mystery, crime, religion, philosophy, thriller, ebooks"
160,303,1.0,"history, thriller, ebooks, fantasy, fiction"
161,38,5.0,"ebooks, crime, history, classics, suspense, fiction, mystery, fantasy, romance, thriller, contemporary"
161,446,5.0,"ebooks, business, nonfiction, psychology"
161,128,5.0,"ebooks, suspense, thriller, classics, crime, fiction, mystery"
161,250,5.0,"paranormal, horror, manga, fantasy, comics, fiction"
161,318,5.0,"philosophy, contemporary, classics, fiction"
162,1,3.0,"mystery, paranormal, classics, fiction, fantasy, contemporary"
162,28,4.0,"ebooks, nonfiction"
162,47,4.0,"thriller, history, ebooks, fantasy, fiction, classics"
162,199,4.0,"ebooks, business, philosophy, fiction, nonfiction, contemporary, history, classics, psychology"
162,169,4.0,"ebooks, contemporary, fiction"
162,146,3.0,"classics, fantasy, contemporary, fiction, history"
162,170,3.0,"psychology, business, fiction, nonfiction, classics, philosophy, history"
162,159,3.0,"ebooks, memoir, history, biography, nonfiction, fiction, business"
162,171,4.0,"nonfiction, classics, psychology, fantasy, fiction, religion, contemporary, philosophy, spirituality, ebooks"
162,82,3.0,"mystery, fiction, travel, religion, fantasy, romance, spirituality, contemporary, ebooks, philosophy, classics"
162,195,4.0,"business, classics, science, nonfiction, history"
162,212,4.0,"classics, crime, suspense, mystery, fiction, thriller, ebooks"
163,339,4.0,"philosophy, religion, spirituality, classics, fiction, ebooks, poetry, psychology, nonfiction"
163,182,5.0,"classics, history, crime, contemporary, mystery, fiction"
163,165,4.0,"romance, history, fiction, ebooks, travel, contemporary"
163,166,4.0,"history, nonfiction, travel, fiction, science, fantasy, philosophy"
163,270,5.0,"classics, fiction, fantasy"
163,185,5.0,"contemporary, suspense, ebooks, thriller, fiction, horror, crime, mystery"
164,70,4.0,"contemporary, travel, nonfiction, ebooks, biography, fiction, memoir, history"
164,71,3.0,"fiction, travel, history, biography, memoir, nonfiction, science, contemporary, ebooks"
164,84,5.0,"science, nonfiction, fiction, classics, fantasy, art"
164,48,1.0,"classics, fiction, romance, ebooks, religion"
164,127,5.0,"contemporary, poetry, biography, fiction, nonfiction, memoir"
164,88,5.0,"business, nonfiction, psychology"
164,278,5.0,"science, business, nonfiction, psychology, philosophy, ebooks"
164,37,4.0,"ebooks, classics, fiction, biography, nonfiction, history"
164,171,4.0,"fiction, fantasy, nonfiction, classics, psychology, philosophy, spirituality, ebooks, contemporary, religion"
164,128,4.0,"mystery, fiction, crime, classics, thriller, ebooks, suspense"
164,409,3.0,"business, memoir, fiction, crime, biography, history, nonfiction"
164,251,4.0,"fiction, mystery, ebooks, paranormal, contemporary, romance, fantasy"
164,445,4.0,"suspense, thriller, romance, ebooks, crime, fiction, mystery, classics"
164,490,1.0,"fantasy, fiction, ebooks, history, science, religion"
165,23,1.0,"contemporary, mystery, paranormal, classics, fiction, fantasy"
165,24,3.0,"paranormal, classics, mystery, contemporary, fantasy, fiction"
165,1,2.0,"fiction, mystery, contemporary, fantasy, classics, paranormal"
165,68,4.0,"paranormal, thriller, contemporary, fantasy, mystery, classics, fiction"
165,283,2.0,"fantasy, classics, contemporary, mystery, paranormal, fiction"
165,56,5.0,"contemporary, ebooks, science, classics, fantasy, fiction"
165,124,3.0,"philosophy, contemporary, ebooks, science, classics, fantasy, fiction"
165,125,4.0,"ebooks, fiction, history, biography, travel, nonfiction, memoir, contemporary"
165,25,2.0,"contemporary, ebooks, history, nonfiction"
165,58,4.0,"ebooks, fiction, fantasy, classics"
165,4,2.0,"philosophy, religion, fiction, science, ebooks, fantasy, classics"
165,84,2.0,"fantasy, art, nonfiction, fiction, classics, science"
165,75,3.0,"romance, contemporary, fiction"
165,7,3.0,"poetry, classics, philosophy, romance, spirituality, ebooks, fantasy, religion"
165,9,3.0,"fantasy, mystery, ebooks, science, fiction, crime, contemporary, classics"
165,158,5.0,"fantasy, fiction, nonfiction, religion, classics, philosophy, ebooks, biography, mystery, science"
165,62,5.0,"fantasy, fiction, classics"
165,13,3.0,"travel, memoir, nonfiction, music, biography, ebooks, history, contemporary, fiction"
165,80,3.0,"ebooks, contemporary, romance, fiction, history, philosophy, classics"
165,51,3.0,"science, ebooks, suspense, contemporary, fantasy, mystery, fiction, thriller, horror, crime"
165,52,5.0,"biography, memoir, history, contemporary, classics, romance, fiction"
165,365,3.0,"fiction, contemporary, mystery, suspense, crime"
166,320,4.0,"religion, christian, psychology, nonfiction"
166,37,3.0,"fiction, classics, ebooks, biography, nonfiction, history"
166,249,3.0,"romance, fiction, contemporary, spirituality, philosophy, ebooks, classics"
166,40,3.0,"contemporary, romance, fiction, ebooks, classics"
166,128,3.0,"classics, crime, ebooks, suspense, thriller, fiction, mystery"
166,160,1.0,contemporary
166,390,4.0,"contemporary, fiction"
167,9,4.0,"contemporary, classics, crime, science, mystery, fantasy, fiction, ebooks"
167,13,4.0,"music, fiction, contemporary, history, ebooks, travel, memoir, nonfiction, biography"
167,132,4.0,"classics, fantasy, mystery, fiction, contemporary"
167,330,4.0,"classics, fiction, fantasy, poetry, romance, ebooks"
167,491,4.0,"history, fiction, classics"
168,198,4.0,"romance, fiction"
168,147,3.0,"ebooks, romance, religion, travel, contemporary, spirituality, classics, fiction, philosophy, fantasy"
168,349,4.0,"history, fiction, classics, romance, ebooks"
168,100,5.0,"contemporary, romance, fantasy, classics, ebooks, fiction"
168,493,4.0,"ebooks, business, science, nonfiction"
168,290,4.0,"fiction, mystery, thriller, suspense, crime, ebooks, contemporary"
168,415,4.0,"ebooks, mystery, classics, science, fiction, fantasy"
168,494,4.0,"contemporary, classics, ebooks, romance, fiction"
169,319,3.0,"nonfiction, business, history, philosophy, contemporary, science, fiction, psychology, ebooks"
169,40,2.0,"ebooks, classics, fiction, romance, contemporary"
169,376,5.0,"biography, contemporary, ebooks, travel, sports, memoir, history, nonfiction"
169,166,2.0,"fiction, travel, nonfiction, philosophy, fantasy, science, history"
169,134,5.0,"fantasy, fiction, mystery, ebooks, romance, classics, science, contemporary"
169,394,3.0,"ebooks, thriller, suspense, contemporary, crime, romance, fiction, mystery"
170,7,5.0,"religion, fantasy, ebooks, spirituality, romance, philosophy, poetry, classics"
170,62,4.0,"fiction, classics, fantasy"
170,96,4.0,"biography, history, nonfiction, fiction"
170,65,3.0,"spirituality, ebooks, classics, business, nonfiction"
170,496,5.0,"fiction, philosophy, romance, ebooks, classics, contemporary, psychology, nonfiction"
170,19,3.0,"history, contemporary, fiction, ebooks, classics, music"
171,131,3.0,"fantasy, classics, philosophy, fiction, science, religion, ebooks"
171,198,4.0,"romance, fiction"
171,40,5.0,"classics, contemporary, romance, ebooks, fiction"
171,336,5.0,"thriller, suspense, ebooks, mystery, fiction"
171,230,3.0,"suspense, fiction, romance, thriller, christian, paranormal, contemporary, religion, mystery, fantasy, horror, ebooks"
171,208,4.0,"fantasy, memoir, suspense, ebooks, mystery, contemporary, thriller, fiction, horror"
172,362,4.0,"ebooks, classics, nonfiction, contemporary, poetry, fiction"
172,355,4.0,"fiction, biography, science, business, travel, nonfiction, history, ebooks"
172,499,4.0,"crime, fiction, thriller, suspense, mystery, contemporary, ebooks"
172,194,4.0,"ebooks, biography, contemporary, philosophy, memoir, nonfiction, travel"
172,501,4.0,"memoir, nonfiction, romance, fiction, contemporary, ebooks, biography"
172,502,4.0,"paranormal, manga, suspense, contemporary, mystery, ebooks, thriller, fiction, horror, fantasy"
173,171,4.0,"contemporary, religion, fantasy, nonfiction, fiction, philosophy, spirituality, ebooks, classics, psychology"
173,339,4.0,"philosophy, classics, fiction, spirituality, religion, nonfiction, ebooks, psychology, poetry"
173,137,5.0,"crime, thriller, suspense, classics, contemporary, ebooks, mystery, fiction"
173,138,2.0,"ebooks, classics, fiction, contemporary, romance"
173,166,3.0,"philosophy, fiction, travel, nonfiction, history, science, fantasy"
173,241,4.0,"history, ebooks, biography, nonfiction, religion, fiction"
173,357,3.0,"classics, fantasy, contemporary, religion, philosophy, nonfiction, ebooks, history, fiction"
173,242,4.0,"history, christian, contemporary, religion, fantasy, fiction"
174,186,1.0,"fiction, classics, poetry, religion, philosophy, history, fantasy, romance"
174,382,2.0,"fiction, romance, contemporary, ebooks"
174,217,5.0,"suspense, contemporary, crime, thriller, ebooks, mystery, fiction, romance"
174,212,5.0,"mystery, ebooks, suspense, classics, fiction, thriller, crime"
174,275,5.0,"romance, classics, fantasy, history, fiction, religion, contemporary, mystery, suspense, ebooks, thriller"
174,505,5.0,"classics, fiction, contemporary, thriller, mystery, suspense, horror, travel, crime, romance, ebooks"
175,202,3.0,"business, classics, science, ebooks, history, philosophy, nonfiction"
175,216,4.0,"mystery, fantasy, fiction, ebooks, science"
175,246,3.0,"religion, fantasy, ebooks, contemporary, fiction, philosophy, spirituality, romance, christian, history, classics"
175,270,3.0,"fantasy, fiction, classics"
175,506,5.0,"music, romance, fiction, classics"
176,60,5.0,"classics, ebooks, fiction"
176,76,2.0,"classics, ebooks, fiction, romance"
176,13,2.0,"nonfiction, ebooks, history, contemporary, fiction, biography, travel, memoir, music"
176,410,2.0,"science, ebooks, nonfiction, history, philosophy, psychology, business, classics, biography"
176,288,3.0,"poetry, classics, fiction, fantasy, history, philosophy, ebooks, travel"
176,232,3.0,"ebooks, classics, contemporary, fiction"
176,387,5.0,"nonfiction, biography, classics, history, memoir"
177,508,4.0,"religion, fantasy, poetry, classics, history"
177,250,3.0,"fantasy, comics, fiction, paranormal, manga, horror"
177,251,3.0,"fantasy, fiction, romance, ebooks, paranormal, contemporary, mystery"
177,173,3.0,"classics, romance, history"
177,509,3.0,"fiction, thriller, mystery, suspense, classics, ebooks, crime"
177,510,3.0,"classics, religion, contemporary, philosophy, science, ebooks, fantasy, fiction"
177,134,5.0,"fiction, science, mystery, ebooks, classics, fantasy, romance, contemporary"
178,59,3.0,"ebooks, fiction, history, contemporary, classics"
178,28,4.0,"nonfiction, ebooks"
178,4,4.0,"fiction, fantasy, classics, science, ebooks, religion, philosophy"
178,7,4.0,"fantasy, ebooks, spirituality, romance, philosophy, classics, poetry, religion"
178,8,4.0,"romance, contemporary, fiction, classics"
178,198,3.0,"fiction, romance"
178,171,2.0,"philosophy, spirituality, ebooks, contemporary, religion, psychology, classics, nonfiction, fantasy, fiction"
178,511,3.0,"mystery, crime, classics, suspense, ebooks, thriller, fiction"
178,441,3.0,"ebooks, romance, fiction, classics, history"
178,433,2.0,"science, suspense, ebooks, fiction, contemporary, thriller, psychology, crime, classics, romance"
179,123,4.0,"mystery, paranormal, fantasy, fiction, romance"
179,283,3.0,"fantasy, classics, fiction, contemporary, mystery, paranormal"
179,124,3.0,"philosophy, contemporary, ebooks, classics, fantasy, fiction, science"
179,69,4.0,"philosophy, nonfiction, science, ebooks, travel, fiction, history"
179,70,4.0,"fiction, biography, history, memoir, nonfiction, travel, ebooks, contemporary"
179,72,4.0,"travel, contemporary, memoir, biography, fiction, history, ebooks, nonfiction"
179,57,4.0,"travel, nonfiction, memoir, biography, history, ebooks, fiction, contemporary"
179,125,3.0,"ebooks, contemporary, fiction, travel, nonfiction, biography, history, memoir"
179,58,4.0,"fantasy, ebooks, fiction, classics"
179,74,4.0,"sports, classics, history, memoir, contemporary, fiction"
179,88,4.0,"psychology, nonfiction, business"
180,115,3.0,"fiction, contemporary, classics, philosophy"
180,437,3.0,"fiction, poetry, philosophy, ebooks, fantasy, history, classics"
180,229,5.0,"fiction, history, nonfiction, biography, travel, memoir, classics, contemporary"
180,201,5.0,"history, business, science, philosophy, nonfiction"
180,107,5.0,"classics, fiction, romance, ebooks"
180,371,3.0,"contemporary, crime, suspense, fiction, mystery, thriller"
180,154,5.0,"classics, fiction, history"
180,453,5.0,"fiction, history, travel, memoir, classics, nonfiction, ebooks"
180,374,3.0,"horror, fiction, ebooks, thriller, contemporary, suspense, crime, mystery"
180,454,5.0,"fiction, psychology, nonfiction, religion, philosophy, business, spirituality"
181,320,3.0,"religion, psychology, nonfiction, christian"
181,223,4.0,"suspense, fiction, crime, thriller, mystery, horror, contemporary, ebooks"
181,46,4.0,"fiction, history, memoir, biography, ebooks, classics"
181,140,4.0,"history, romance, suspense, fiction, mystery, contemporary, thriller, ebooks"
181,224,4.0,"ebooks, contemporary, crime, suspense, thriller, mystery, fiction"
181,144,4.0,"ebooks, fantasy, fiction, classics"
182,261,1.0,"philosophy, ebooks, fantasy, science, history, contemporary, classics, fiction"
182,463,5.0,"psychology, ebooks, philosophy, business, science, nonfiction, history"
182,234,2.0,"fantasy, science, classics, thriller, ebooks, mystery, religion, contemporary, fiction"
182,437,2.0,"fantasy, history, philosophy, poetry, fiction, classics, ebooks"
182,229,3.0,"history, memoir, travel, contemporary, classics, nonfiction, biography, fiction"
182,187,3.0,"fiction, ebooks, mystery, suspense, thriller, crime"
182,516,4.0,"history, nonfiction, biography, ebooks, thriller, science, mystery, crime, fiction"
182,284,2.0,"history, memoir, biography, business, nonfiction"
182,518,3.0,"mystery, crime, fiction, history, art"
183,23,3.0,"paranormal, mystery, contemporary, classics, fiction, fantasy"
183,68,5.0,"fantasy, fiction, classics, paranormal, mystery, contemporary, thriller"
183,56,5.0,"fiction, classics, science, ebooks, fantasy, contemporary"
183,70,4.0,"travel, nonfiction, memoir, history, biography, fiction, ebooks, contemporary"
183,71,4.0,"science, ebooks, fiction, history, travel, biography, memoir, nonfiction, contemporary"
183,57,4.0,"nonfiction, travel, memoir, contemporary, fiction, ebooks, history, biography"
183,25,5.0,"nonfiction, history, ebooks, contemporary"
183,60,5.0,"ebooks, fiction, classics"
183,76,5.0,"ebooks, romance, fiction, classics"
183,131,5.0,"ebooks, religion, philosophy, science, classics, fiction, fantasy"
183,126,5.0,"romance, science, classics, fantasy, fiction"
183,9,5.0,"crime, fantasy, fiction, mystery, ebooks, science, classics, contemporary"
183,204,5.0,"paranormal, science, classics, travel, contemporary, ebooks, fiction, fantasy, mystery, crime"
183,87,5.0,"contemporary, mystery, crime, thriller, philosophy, romance, fiction"
183,16,4.0,"art, classics, history, philosophy, science, psychology, business, nonfiction"
183,389,5.0,"crime, science, biography, memoir, psychology, ebooks, nonfiction"
183,390,5.0,"fiction, contemporary"
184,80,3.0,"classics, romance, history, philosophy, fiction, contemporary, ebooks"
184,219,4.0,"fantasy, philosophy, ebooks, science, history, fiction"
184,52,3.0,"fiction, classics, history, memoir, biography, contemporary, romance"
184,205,3.0,"fiction, history, philosophy, business, psychology, science, nonfiction, contemporary, ebooks"
184,496,4.0,"psychology, nonfiction, romance, philosophy, fiction, ebooks, classics, contemporary"
184,83,4.0,"classics, travel, biography, nonfiction, fiction, memoir, ebooks, philosophy, contemporary, history"
184,519,4.0,"contemporary, classics, fantasy, religion, memoir, biography, nonfiction, psychology, philosophy, fiction, spirituality, business, sports"
184,250,4.0,"fantasy, manga, horror, paranormal, fiction, comics"
184,302,5.0,"romance, religion, fiction, classics"
184,347,4.0,"biography, travel, history, classics, fiction, ebooks, nonfiction, memoir"
185,28,5.0,"nonfiction, ebooks"
185,74,2.0,"memoir, sports, contemporary, history, fiction, classics"
185,48,5.0,"classics, fiction, romance, ebooks, religion"
185,63,3.0,"classics, crime, contemporary, mystery, thriller, ebooks, fiction"
185,319,2.0,"ebooks, psychology, fiction, nonfiction, business, history, philosophy, contemporary, science"
185,52,5.0,"biography, memoir, history, contemporary, classics, romance, fiction"
185,320,2.0,"christian, nonfiction, psychology, religion"
185,170,3.0,"history, psychology, classics, philosophy, business, fiction, nonfiction"
185,171,4.0,"contemporary, religion, fiction, fantasy, nonfiction, classics, psychology, ebooks, spirituality, philosophy"
185,195,4.0,"science, nonfiction, history, business, classics"
185,160,3.0,contemporary
185,398,3.0,"crime, ebooks, thriller, mystery, fiction, contemporary, suspense"
186,62,3.0,"fantasy, classics, fiction"
186,127,3.0,"memoir, biography, contemporary, poetry, nonfiction, fiction"
186,87,4.0,"fiction, contemporary, mystery, crime, thriller, philosophy, romance"
186,90,5.0,"ebooks, fiction, history, travel, nonfiction, biography, memoir, classics"
186,152,3.0,"suspense, thriller, fiction, crime, classics, mystery, ebooks"
186,350,3.0,"crime, science, romance, history, ebooks, suspense, fiction, thriller, mystery"
187,9,5.0,"crime, science, ebooks, mystery, fantasy, fiction, classics, contemporary"
187,86,5.0,"travel, philosophy, contemporary, biography, fiction, classics, history, memoir, nonfiction"
187,146,5.0,"fiction, history, fantasy, contemporary, classics"
187,164,5.0,"contemporary, memoir, psychology, ebooks, fiction, science, history, biography, business, nonfiction, sports"
187,456,5.0,"fiction, classics, thriller, business, crime, contemporary"
187,328,5.0,"ebooks, history, classics, fiction, romance"
187,440,5.0,"philosophy, fantasy, poetry, fiction, classics, history"
188,33,4.0,"fiction, classics, romance, contemporary, ebooks"
188,116,5.0,"classics, fiction"
188,148,4.0,"ebooks, fiction, nonfiction, cookbooks"
188,99,5.0,"ebooks, fiction, religion, history, romance, mystery, art, fantasy, classics, contemporary"
188,153,4.0,"horror, fiction, fantasy, thriller, mystery, history, suspense, paranormal, ebooks"
188,351,4.0,"classics, paranormal, fiction, ebooks, fantasy"
189,47,3.0,"classics, fiction, fantasy, ebooks, history, thriller"
189,49,5.0,"fiction, classics, ebooks, science, fantasy"
189,14,4.0,"philosophy, history, biography, sports, psychology, science, contemporary, fiction, music, memoir, nonfiction"
189,199,2.0,"philosophy, nonfiction, fiction, psychology, classics, history, contemporary, ebooks, business"
189,410,2.0,"classics, business, psychology, philosophy, history, nonfiction, science, ebooks, biography"
189,334,4.0,"history, philosophy, nonfiction, ebooks, classics, fantasy, fiction"
189,98,4.0,"poetry, fiction, classics, ebooks, fantasy, romance"
190,123,5.0,"romance, fantasy, fiction, mystery, paranormal"
190,283,5.0,"fiction, fantasy, contemporary, mystery, paranormal, classics"
190,56,5.0,"fiction, classics, fantasy, contemporary, ebooks, science"
190,69,4.0,"travel, fiction, ebooks, science, history, nonfiction, philosophy"
190,70,4.0,"memoir, history, biography, fiction, ebooks, contemporary, travel, nonfiction"
190,72,2.0,"ebooks, contemporary, history, fiction, biography, memoir, nonfiction, travel"
190,125,5.0,"history, nonfiction, biography, memoir, travel, fiction, ebooks, contemporary"
190,58,5.0,"fantasy, classics, fiction, ebooks"
190,73,5.0,"classics, fiction, contemporary"
190,59,4.0,"fiction, history, contemporary, classics, ebooks"
190,61,4.0,"philosophy, religion, science, ebooks, fiction, classics, fantasy"
190,84,3.5,"fiction, science, classics, fiction, nonfiction, art, fantasy, science, classics, fantasy, art, nonfiction"
190,48,3.0,"classics, fiction, romance, ebooks, religion"
190,9,4.0,"fiction, mystery, ebooks, science, crime, classics, fantasy, contemporary"
190,62,4.0,"fiction, classics, fantasy"
190,88,4.0,"business, nonfiction, psychology"
190,64,4.0,"science, fiction, classics, philosophy, business, mystery, contemporary, fantasy, ebooks, romance"
190,146,4.0,"fiction, history, contemporary, classics, fantasy"
190,89,5.0,"poetry, classics, philosophy, fantasy, history, fiction"
191,50,3.0,"fiction, mystery, contemporary, crime, classics, philosophy, thriller, comics"
191,116,4.0,"fiction, classics"
191,300,3.0,"psychology, romance, fiction, classics, ebooks, mystery"
191,301,4.0,"classics, fiction, history, romance"
191,337,3.0,"ebooks, contemporary, science, fantasy, classics, fiction"
191,141,3.0,"classics, manga, contemporary, comics, fiction, philosophy, crime, mystery, thriller, fantasy"
191,143,3.0,"fantasy, ebooks, fiction"
192,22,4.0,"mystery, paranormal, classics, fantasy, fiction, romance, contemporary"
192,123,3.0,"paranormal, fiction, fantasy, mystery, romance"
192,23,3.0,"contemporary, mystery, paranormal, classics, fiction, fantasy"
192,68,3.0,"fiction, classics, fantasy, contemporary, mystery, paranormal, thriller"
192,56,4.0,"ebooks, science, classics, fantasy, fiction, contemporary"
192,70,3.0,"fiction, ebooks, contemporary, biography, history, travel, nonfiction, memoir"
192,71,3.0,"contemporary, science, ebooks, fiction, memoir, biography, history, travel, nonfiction"
192,72,2.0,"nonfiction, memoir, biography, fiction, history, contemporary, ebooks, travel"
192,27,4.0,"fantasy, fiction, art, science, nonfiction"
192,73,3.0,"contemporary, classics, fiction"
192,59,3.0,"contemporary, fiction, history, classics, ebooks"
192,61,3.0,"religion, philosophy, ebooks, fiction, fantasy, classics, science"
192,84,3.0,"nonfiction, fantasy, art, classics, science, fiction"
192,74,2.0,"history, contemporary, sports, memoir, classics, fiction"
192,198,3.0,"romance, fiction"
192,33,3.0,"ebooks, contemporary, romance, classics, fiction"
