user,item,rating,genre
155,204,4.0,"contemporary, fiction, fantasy, mystery, crime, ebooks, science, classics, travel, paranormal"
155,62,3.0,"fantasy, fiction, classics"
155,63,4.0,"ebooks, thriller, classics, crime, contemporary, mystery, fiction"
155,87,3.0,"romance, philosophy, thriller, crime, mystery, contemporary, fiction"
155,96,4.0,"history, biography, fiction, nonfiction"
155,147,4.0,"spirituality, contemporary, religion, travel, ebooks, romance, philosophy, fantasy, classics, fiction"
155,132,4.0,"contemporary, classics, fantasy, mystery, fiction"
155,278,5.0,"science, philosophy, ebooks, psychology, nonfiction, business"
155,159,3.0,"nonfiction, fiction, memoir, ebooks, biography, history, business"
155,17,3.0,"art, ebooks, fiction, nonfiction, music, business, psychology, philosophy, spirituality"
155,90,3.0,"classics, history, travel, nonfiction, biography, memoir, ebooks, fiction"
155,317,4.0,"ebooks, history, classics, fiction, romance"
155,306,3.0,"fiction, classics, contemporary, romance, ebooks, business, philosophy"
155,397,4.0,"travel, fiction, classics"
155,120,3.0,"fiction, contemporary, romance"
155,481,5.0,"fantasy, crime, contemporary, romance, science, suspense, mystery, thriller, fiction, ebooks"
156,69,4.0,"history, nonfiction, science, philosophy, ebooks, travel, fiction"
156,70,3.0,"memoir, nonfiction, travel, contemporary, ebooks, fiction, biography, history"
156,71,4.0,"fiction, history, travel, biography, memoir, ebooks, science, contemporary, nonfiction"
156,57,3.0,"contemporary, fiction, ebooks, history, biography, memoir, nonfiction, travel"
156,125,1.5,"travel, nonfiction, memoir, biography, history, fiction, contemporary, ebooks, travel, nonfiction, memoir, history, fiction, contemporary, ebooks, biography"
156,60,5.0,"classics, fiction, ebooks"
156,61,4.0,"science, ebooks, classics, fantasy, religion, philosophy, fiction"
156,74,1.0,"classics, fiction, history, memoir, sports, contemporary"
156,131,4.0,"fiction, ebooks, religion, science, philosophy, fantasy, classics"
156,126,4.0,"romance, science, classics, fantasy, fiction"
156,127,2.0,"memoir, nonfiction, biography, contemporary, poetry, fiction"
156,87,4.0,"romance, philosophy, thriller, crime, mystery, contemporary, fiction"
156,88,3.0,"business, nonfiction, psychology"
156,65,3.0,"spirituality, ebooks, nonfiction, classics, business"
156,249,1.0,"fiction, romance, contemporary, philosophy, ebooks, classics, spirituality"
156,317,3.0,"ebooks, romance, history, fiction, classics"
156,482,3.0,"art, memoir, nonfiction, biography, science, classics, spirituality, fiction, psychology, philosophy, religion"
156,445,4.0,"suspense, thriller, classics, mystery, fiction, crime, ebooks, romance"
157,168,3.0,"romance, fiction, philosophy, classics, fantasy, ebooks, contemporary"
157,118,2.0,"philosophy, psychology, history, memoir, nonfiction, biography, business"
157,288,3.0,"classics, fiction, poetry, travel, ebooks, philosophy, history, fantasy"
157,41,3.0,"classics, fiction, ebooks, philosophy, science, nonfiction, history"
157,202,2.0,"history, classics, philosophy, nonfiction, business, ebooks, science"
157,289,1.0,"religion, classics, contemporary, fiction"
157,406,4.0,"paranormal, mystery, religion, ebooks, classics, thriller, fantasy, fiction, contemporary, horror"
157,350,3.0,"crime, science, romance, history, ebooks, suspense, mystery, thriller, fiction"
157,483,4.0,"classics, philosophy, nonfiction, science, history"
157,484,4.0,"thriller, ebooks, contemporary, fiction, mystery, fantasy"
157,193,3.0,"fiction, fantasy, nonfiction"
158,31,4.0,"romance, fantasy, travel, science, ebooks, fiction, classics"
158,81,3.0,"science, nonfiction, history, ebooks, philosophy"
158,278,5.0,"nonfiction, science, philosophy, ebooks, psychology, business"
158,288,4.0,"classics, fiction, poetry, fantasy, history, philosophy, ebooks, travel"
158,375,4.0,"poetry, fiction, fantasy, philosophy, religion, history"
158,229,4.0,"contemporary, travel, classics, memoir, fiction, history, nonfiction, biography"
158,465,3.0,"travel, memoir, religion, biography, fiction, business, nonfiction, history"
158,427,5.0,"fiction, contemporary, classics"
158,273,4.0,"classics, fiction, fantasy"
158,485,3.0,"romance, classics, fiction"
158,342,3.0,"crime, suspense, sports, fiction, ebooks, contemporary, mystery, thriller"
158,284,3.0,"business, memoir, history, biography, nonfiction"
158,237,4.0,"ebooks, contemporary, fiction, biography, classics"
159,171,4.0,"spirituality, classics, psychology, nonfiction, philosophy, fantasy, fiction, religion, contemporary, ebooks"
159,40,4.0,"classics, ebooks, fiction, romance, contemporary"
159,195,3.0,"history, nonfiction, science, classics, business"
159,41,3.0,"history, classics, fiction, ebooks, philosophy, nonfiction, science"
159,339,4.0,"fiction, psychology, ebooks, poetry, philosophy, classics, spirituality, religion, nonfiction"
159,380,3.0,"history, fiction, classics"
159,154,3.0,"history, classics, fiction"
159,331,4.0,"fiction, history, religion, contemporary, romance, ebooks"
159,486,5.0,"romance, contemporary, fiction"
159,36,4.0,"horror, ebooks, memoir, biography, philosophy, history, classics, religion, psychology"
159,298,4.0,"thriller, fiction, crime, mystery, suspense, contemporary, ebooks"
159,227,4.0,"contemporary, mystery, crime, fiction, ebooks"
160,76,3.0,"ebooks, romance, fiction, classics"
160,48,3.0,"classics, romance, ebooks, fiction, religion"
160,126,2.0,"romance, science, fantasy, fiction, classics"
160,49,4.0,"fiction, fantasy, classics, ebooks, science"
160,85,2.0,"thriller, crime, classics, history, contemporary, fiction, biography"
160,50,3.0,"thriller, philosophy, classics, comics, contemporary, crime, mystery, fiction"
160,14,3.0,"sports, psychology, fiction, science, biography, history, philosophy, contemporary, nonfiction, music, memoir"
160,88,1.0,"business, nonfiction, psychology"
160,16,2.0,"classics, nonfiction, business, art, psychology, science, philosophy, history"
160,205,3.0,"business, philosophy, history, ebooks, contemporary, fiction, psychology, science, nonfiction"
160,330,1.0,"fantasy, romance, poetry, ebooks, fiction, classics"
160,220,1.0,"ebooks, nonfiction, business, psychology"
160,83,3.0,"philosophy, contemporary, history, fiction, memoir, travel, biography, nonfiction, classics, ebooks"
160,317,3.0,"history, ebooks, romance, fiction, classics"
160,297,2.0,"classics, art, contemporary, history, fiction, mystery, crime, religion, philosophy, thriller, ebooks"
160,303,1.0,"history, thriller, ebooks, fantasy, fiction"
160,487,5.0,"classics, fiction, romance, ebooks"
161,214,4.0,"fantasy, thriller, philosophy, ebooks, science, history, fiction"
161,37,5.0,"biography, fiction, classics, history, ebooks, nonfiction"
161,38,5.0,"ebooks, crime, history, classics, suspense, fiction, mystery, fantasy, romance, thriller, contemporary"
161,334,5.0,"history, nonfiction, fantasy, classics, philosophy, fiction, ebooks"
161,40,5.0,"classics, contemporary, romance, ebooks, fiction"
161,446,5.0,"ebooks, business, nonfiction, psychology"
161,128,5.0,"ebooks, suspense, thriller, classics, crime, fiction, mystery"
161,250,5.0,"paranormal, horror, manga, fantasy, comics, fiction"
161,318,5.0,"philosophy, contemporary, classics, fiction"
161,156,5.0,"fiction, biography, nonfiction, history, classics, memoir, religion"
162,1,3.0,"mystery, paranormal, classics, fiction, fantasy, contemporary"
162,26,3.0,"fiction, fantasy, classics"
162,28,4.0,"ebooks, nonfiction"
162,47,4.0,"thriller, history, ebooks, fantasy, fiction, classics"
162,126,3.0,"fiction, fantasy, classics, science, romance"
162,199,4.0,"ebooks, business, philosophy, fiction, nonfiction, contemporary, history, classics, psychology"
162,169,4.0,"ebooks, contemporary, fiction"
162,146,3.0,"classics, fantasy, contemporary, fiction, history"
162,170,3.0,"psychology, business, fiction, nonfiction, classics, philosophy, history"
162,159,3.0,"ebooks, memoir, history, biography, nonfiction, fiction, business"
162,171,4.0,"nonfiction, classics, psychology, fantasy, fiction, religion, contemporary, philosophy, spirituality, ebooks"
162,82,3.0,"mystery, fiction, travel, religion, fantasy, romance, spirituality, contemporary, ebooks, philosophy, classics"
162,195,4.0,"business, classics, science, nonfiction, history"
162,128,5.0,"crime, suspense, thriller, classics, fiction, ebooks, mystery"
162,212,4.0,"classics, crime, suspense, mystery, fiction, thriller, ebooks"
162,174,3.0,"ebooks, travel, philosophy, horror, classics, fiction, history"
162,488,3.0,"fiction, ebooks, contemporary, romance"
163,287,4.0,"contemporary, suspense, classics, mystery, fiction, fantasy, thriller"
163,39,4.0,"fiction, religion, memoir, biography, nonfiction, history, classics, philosophy, horror, contemporary"
163,339,4.0,"philosophy, religion, spirituality, classics, fiction, ebooks, poetry, psychology, nonfiction"
163,182,5.0,"classics, history, crime, contemporary, mystery, fiction"
163,165,4.0,"romance, history, fiction, ebooks, travel, contemporary"
163,166,4.0,"history, nonfiction, travel, fiction, science, fantasy, philosophy"
163,357,4.0,"fantasy, ebooks, history, fiction, nonfiction, philosophy, religion, contemporary, classics"
163,226,5.0,"poetry, fiction, romance, philosophy, nonfiction, classics"
163,270,5.0,"classics, fiction, fantasy"
163,185,5.0,"contemporary, suspense, ebooks, thriller, fiction, horror, crime, mystery"
163,324,4.0,"fantasy, ebooks, fiction, science"
164,70,4.0,"contemporary, travel, nonfiction, ebooks, biography, fiction, memoir, history"
164,71,3.0,"fiction, travel, history, biography, memoir, nonfiction, science, contemporary, ebooks"
164,59,5.0,"contemporary, history, fiction, classics, ebooks"
164,61,5.0,"fiction, fantasy, classics, ebooks, science, philosophy, religion"
164,84,5.0,"science, nonfiction, fiction, classics, fantasy, art"
164,48,1.0,"classics, fiction, romance, ebooks, religion"
164,127,5.0,"contemporary, poetry, biography, fiction, nonfiction, memoir"
164,88,5.0,"business, nonfiction, psychology"
164,278,5.0,"science, business, nonfiction, psychology, philosophy, ebooks"
164,37,4.0,"ebooks, classics, fiction, biography, nonfiction, history"
164,171,4.0,"fiction, fantasy, nonfiction, classics, psychology, philosophy, spirituality, ebooks, contemporary, religion"
164,449,5.0,"psychology, suspense, crime, ebooks, mystery, classics, fiction"
164,128,4.0,"mystery, fiction, crime, classics, thriller, ebooks, suspense"
164,409,3.0,"business, memoir, fiction, crime, biography, history, nonfiction"
164,251,4.0,"fiction, mystery, ebooks, paranormal, contemporary, romance, fantasy"
164,43,5.0,"romance, history, travel, classics, fiction"
164,445,4.0,"suspense, thriller, romance, ebooks, crime, fiction, mystery, classics"
164,489,1.0,"psychology, philosophy, contemporary, music, travel, memoir, biography, classics, nonfiction, fiction, history"
164,490,1.0,"fantasy, fiction, ebooks, history, science, religion"
165,22,1.0,"paranormal, fiction, fantasy, classics, mystery, romance, contemporary"
165,23,1.0,"contemporary, mystery, paranormal, classics, fiction, fantasy"
165,24,3.0,"paranormal, classics, mystery, contemporary, fantasy, fiction"
165,1,2.0,"fiction, mystery, contemporary, fantasy, classics, paranormal"
165,68,4.0,"paranormal, thriller, contemporary, fantasy, mystery, classics, fiction"
165,283,2.0,"fantasy, classics, contemporary, mystery, paranormal, fiction"
165,56,5.0,"contemporary, ebooks, science, classics, fantasy, fiction"
165,124,3.0,"philosophy, contemporary, ebooks, science, classics, fantasy, fiction"
165,125,4.0,"ebooks, fiction, history, biography, travel, nonfiction, memoir, contemporary"
165,25,2.0,"contemporary, ebooks, history, nonfiction"
165,58,4.0,"ebooks, fiction, fantasy, classics"
165,59,5.0,"history, contemporary, classics, ebooks, fiction"
165,4,2.0,"philosophy, religion, fiction, science, ebooks, fantasy, classics"
165,84,2.0,"fantasy, art, nonfiction, fiction, classics, science"
165,74,2.0,"sports, memoir, history, classics, fiction, contemporary"
165,75,3.0,"romance, contemporary, fiction"
165,7,3.0,"poetry, classics, philosophy, romance, spirituality, ebooks, fantasy, religion"
165,8,4.0,"romance, contemporary, fiction, classics"
165,9,3.0,"fantasy, mystery, ebooks, science, fiction, crime, contemporary, classics"
165,158,5.0,"fantasy, fiction, nonfiction, religion, classics, philosophy, ebooks, biography, mystery, science"
165,62,5.0,"fantasy, fiction, classics"
165,87,2.0,"philosophy, mystery, crime, thriller, romance, contemporary, fiction"
165,13,3.0,"travel, memoir, nonfiction, music, biography, ebooks, history, contemporary, fiction"
165,80,3.0,"ebooks, contemporary, romance, fiction, history, philosophy, classics"
165,51,3.0,"science, ebooks, suspense, contemporary, fantasy, mystery, fiction, thriller, horror, crime"
165,52,5.0,"biography, memoir, history, contemporary, classics, romance, fiction"
165,365,3.0,"fiction, contemporary, mystery, suspense, crime"
166,320,4.0,"religion, christian, psychology, nonfiction"
166,37,3.0,"fiction, classics, ebooks, biography, nonfiction, history"
166,38,3.0,"thriller, mystery, fantasy, romance, contemporary, suspense, classics, history, fiction, ebooks, crime"
166,171,3.0,"religion, spirituality, ebooks, psychology, classics, nonfiction, fantasy, fiction, philosophy, contemporary"
166,249,3.0,"romance, fiction, contemporary, spirituality, philosophy, ebooks, classics"
166,40,3.0,"contemporary, romance, fiction, ebooks, classics"
166,195,3.0,"classics, business, science, nonfiction, history"
166,128,3.0,"classics, crime, ebooks, suspense, thriller, fiction, mystery"
166,160,1.0,contemporary
166,389,4.0,"crime, science, biography, psychology, ebooks, memoir, nonfiction"
166,390,4.0,"contemporary, fiction"
166,398,3.0,"mystery, thriller, crime, suspense, ebooks, contemporary, fiction"
167,126,3.0,"romance, science, fiction, fantasy, classics"
167,9,4.0,"contemporary, classics, crime, science, mystery, fantasy, fiction, ebooks"
167,87,5.0,"mystery, contemporary, fiction, romance, thriller, philosophy, crime"
167,13,4.0,"music, fiction, contemporary, history, ebooks, travel, memoir, nonfiction, biography"
167,132,4.0,"classics, fantasy, mystery, fiction, contemporary"
167,278,5.0,"psychology, nonfiction, business, science, philosophy, ebooks"
167,330,4.0,"classics, fiction, fantasy, poetry, romance, ebooks"
167,19,4.0,"ebooks, history, classics, contemporary, fiction, music"
167,491,4.0,"history, fiction, classics"
167,492,5.0,"classics, biography, history, ebooks, fiction, memoir, travel, nonfiction, science"
168,85,3.0,"crime, biography, classics, history, contemporary, fiction, thriller"
168,50,5.0,"fiction, mystery, contemporary, crime, classics, philosophy, thriller, comics"
168,198,4.0,"romance, fiction"
168,146,4.0,"fantasy, classics, contemporary, history, fiction"
168,147,3.0,"ebooks, romance, religion, travel, contemporary, spirituality, classics, fiction, philosophy, fantasy"
168,311,4.0,"classics, poetry, fiction, history, fantasy, philosophy, ebooks"
168,349,4.0,"history, fiction, classics, romance, ebooks"
168,100,5.0,"contemporary, romance, fantasy, classics, ebooks, fiction"
168,493,4.0,"ebooks, business, science, nonfiction"
168,290,4.0,"fiction, mystery, thriller, suspense, crime, ebooks, contemporary"
168,415,4.0,"ebooks, mystery, classics, science, fiction, fantasy"
168,494,4.0,"contemporary, classics, ebooks, romance, fiction"
168,495,4.0,"fiction, fantasy, classics"
169,319,3.0,"nonfiction, business, history, philosophy, contemporary, science, fiction, psychology, ebooks"
169,320,4.0,"psychology, religion, nonfiction, christian"
169,37,2.0,"ebooks, classics, fiction, biography, nonfiction, history"
169,40,2.0,"ebooks, classics, fiction, romance, contemporary"
169,376,5.0,"biography, contemporary, ebooks, travel, sports, memoir, history, nonfiction"
169,409,2.0,"memoir, fiction, crime, history, nonfiction, biography, business"
169,166,2.0,"fiction, travel, nonfiction, philosophy, fantasy, science, history"
169,357,2.0,"fiction, ebooks, fantasy, classics, nonfiction, philosophy, religion, contemporary, history"
169,134,5.0,"fantasy, fiction, mystery, ebooks, romance, classics, science, contemporary"
169,394,3.0,"ebooks, thriller, suspense, contemporary, crime, romance, fiction, mystery"
169,490,2.0,"religion, science, history, ebooks, fiction, fantasy"
170,7,5.0,"religion, fantasy, ebooks, spirituality, romance, philosophy, poetry, classics"
170,62,4.0,"fiction, classics, fantasy"
170,13,4.0,"biography, fiction, contemporary, history, ebooks, travel, music, memoir, nonfiction"
170,96,4.0,"biography, history, nonfiction, fiction"
170,16,4.0,"science, psychology, business, art, classics, history, philosophy, nonfiction"
170,65,3.0,"spirituality, ebooks, classics, business, nonfiction"
170,496,5.0,"fiction, philosophy, romance, ebooks, classics, contemporary, psychology, nonfiction"
170,230,5.0,"romance, religion, fiction, suspense, contemporary, paranormal, fantasy, christian, horror, ebooks, thriller, mystery"
170,19,3.0,"history, contemporary, fiction, ebooks, classics, music"
170,110,4.0,"classics, ebooks, suspense, mystery, thriller, fiction, crime"
170,381,5.0,"history, fiction, classics, contemporary"
171,131,3.0,"fantasy, classics, philosophy, fiction, science, religion, ebooks"
171,198,4.0,"romance, fiction"
171,37,5.0,"history, nonfiction, biography, fiction, classics, ebooks"
171,159,4.0,"ebooks, memoir, fiction, nonfiction, biography, history, business"
171,38,5.0,"ebooks, crime, history, classics, suspense, fantasy, romance, thriller, mystery, fiction, contemporary"
171,40,5.0,"classics, contemporary, romance, ebooks, fiction"
171,336,5.0,"thriller, suspense, ebooks, mystery, fiction"
171,230,3.0,"suspense, fiction, romance, thriller, christian, paranormal, contemporary, religion, mystery, fantasy, horror, ebooks"
171,369,4.0,"fiction, classics, fantasy, ebooks, philosophy, contemporary"
171,208,4.0,"fantasy, memoir, suspense, ebooks, mystery, contemporary, thriller, fiction, horror"
171,175,5.0,"fiction, romance, ebooks, contemporary"
172,362,4.0,"ebooks, classics, nonfiction, contemporary, poetry, fiction"
172,497,4.0,"psychology, philosophy, spirituality, nonfiction, religion, fiction, christian"
172,355,4.0,"fiction, biography, science, business, travel, nonfiction, history, ebooks"
172,498,4.0,"ebooks, business, contemporary, fiction"
172,465,4.0,"business, fiction, religion, biography, memoir, travel, nonfiction, history"
172,499,4.0,"crime, fiction, thriller, suspense, mystery, contemporary, ebooks"
172,194,4.0,"ebooks, biography, contemporary, philosophy, memoir, nonfiction, travel"
172,500,4.0,"mystery, thriller, crime, contemporary, suspense, fiction"
172,501,4.0,"memoir, nonfiction, romance, fiction, contemporary, ebooks, biography"
172,502,4.0,"paranormal, manga, suspense, contemporary, mystery, ebooks, thriller, fiction, horror, fantasy"
172,503,4.0,"fiction, horror, paranormal, thriller, ebooks, contemporary, manga, mystery, suspense, fantasy"
173,170,5.0,"psychology, philosophy, classics, nonfiction, fiction, business, history"
173,171,4.0,"contemporary, religion, fantasy, nonfiction, fiction, philosophy, spirituality, ebooks, classics, psychology"
173,339,4.0,"philosophy, classics, fiction, spirituality, religion, nonfiction, ebooks, psychology, poetry"
173,182,5.0,"contemporary, crime, history, mystery, classics, fiction"
173,137,5.0,"crime, thriller, suspense, classics, contemporary, ebooks, mystery, fiction"
173,138,2.0,"ebooks, classics, fiction, contemporary, romance"
173,166,3.0,"philosophy, fiction, travel, nonfiction, history, science, fantasy"
173,241,4.0,"history, ebooks, biography, nonfiction, religion, fiction"
173,357,3.0,"classics, fantasy, contemporary, religion, philosophy, nonfiction, ebooks, history, fiction"
173,242,4.0,"history, christian, contemporary, religion, fantasy, fiction"
173,226,3.0,"philosophy, nonfiction, romance, fiction, classics, poetry"
173,270,5.0,"fantasy, classics, fiction"
173,228,5.0,"fiction, contemporary, classics, romance, ebooks"
174,186,1.0,"fiction, classics, poetry, religion, philosophy, history, fantasy, romance"
174,312,3.0,"fiction, poetry, fantasy, history, philosophy, classics"
174,382,2.0,"fiction, romance, contemporary, ebooks"
174,504,4.0,"fiction, classics, romance, contemporary, history, religion, fantasy"
174,422,5.0,"biography, romance, classics, history, fiction"
174,217,5.0,"suspense, contemporary, crime, thriller, ebooks, mystery, fiction, romance"
174,212,5.0,"mystery, ebooks, suspense, classics, fiction, thriller, crime"
174,275,5.0,"romance, classics, fantasy, history, fiction, religion, contemporary, mystery, suspense, ebooks, thriller"
174,276,5.0,"classics, nonfiction, fiction, poetry, romance, philosophy, fantasy"
174,222,4.0,"psychology, ebooks, suspense, thriller, fiction, mystery, crime"
174,505,5.0,"classics, fiction, contemporary, thriller, mystery, suspense, horror, travel, crime, romance, ebooks"
175,31,4.0,"fantasy, science, fiction, ebooks, travel, classics, romance"
175,83,3.0,"travel, classics, memoir, history, contemporary, philosophy, ebooks, fiction, nonfiction, biography"
175,202,3.0,"business, classics, science, ebooks, history, philosophy, nonfiction"
175,216,4.0,"mystery, fantasy, fiction, ebooks, science"
175,246,3.0,"religion, fantasy, ebooks, contemporary, fiction, philosophy, spirituality, romance, christian, history, classics"
175,46,5.0,"fiction, history, memoir, biography, ebooks, classics"
175,270,3.0,"fantasy, fiction, classics"
175,227,5.0,"crime, contemporary, ebooks, fiction, mystery"
175,228,2.0,"contemporary, ebooks, romance, classics, fiction"
175,506,5.0,"music, romance, fiction, classics"
176,60,5.0,"classics, ebooks, fiction"
176,28,5.0,"ebooks, nonfiction"
176,76,2.0,"classics, ebooks, fiction, romance"
176,126,5.0,"science, romance, fantasy, classics, fiction"
176,86,3.0,"fiction, contemporary, philosophy, travel, biography, classics, history, memoir, nonfiction"
176,13,2.0,"nonfiction, ebooks, history, contemporary, fiction, biography, travel, memoir, music"
176,410,2.0,"science, ebooks, nonfiction, history, philosophy, psychology, business, classics, biography"
176,288,3.0,"poetry, classics, fiction, fantasy, history, philosophy, ebooks, travel"
176,82,3.0,"mystery, religion, travel, fantasy, classics, ebooks, contemporary, romance, spirituality, philosophy, fiction"
176,232,3.0,"ebooks, classics, contemporary, fiction"
176,203,4.0,"fiction, contemporary"
176,387,5.0,"nonfiction, biography, classics, history, memoir"
177,446,5.0,"ebooks, psychology, nonfiction, business"
177,507,3.0,"nonfiction, psychology, philosophy, classics, science, history"
177,376,3.0,"nonfiction, travel, memoir, history, biography, contemporary, ebooks, sports"
177,322,3.0,"history, nonfiction, science, ebooks"
177,508,4.0,"religion, fantasy, poetry, classics, history"
177,250,3.0,"fantasy, comics, fiction, paranormal, manga, horror"
177,251,3.0,"fantasy, fiction, romance, ebooks, paranormal, contemporary, mystery"
177,173,3.0,"classics, romance, history"
177,509,3.0,"fiction, thriller, mystery, suspense, classics, ebooks, crime"
177,279,4.0,"music, nonfiction, fiction, memoir, contemporary, biography, ebooks"
177,510,3.0,"classics, religion, contemporary, philosophy, science, ebooks, fantasy, fiction"
177,134,5.0,"fiction, science, mystery, ebooks, classics, fantasy, romance, contemporary"
178,1,5.0,"fiction, fantasy, classics, paranormal, mystery, contemporary"
178,26,4.0,"fiction, fantasy, classics"
178,59,3.0,"ebooks, fiction, history, contemporary, classics"
178,28,4.0,"nonfiction, ebooks"
178,4,4.0,"fiction, fantasy, classics, science, ebooks, religion, philosophy"
178,61,3.0,"fiction, fantasy, science, classics, philosophy, religion, ebooks"
178,7,4.0,"fantasy, ebooks, spirituality, romance, philosophy, classics, poetry, religion"
178,8,4.0,"romance, contemporary, fiction, classics"
178,198,3.0,"fiction, romance"
178,80,2.0,"ebooks, fiction, history, philosophy, classics, romance, contemporary"
178,171,2.0,"philosophy, spirituality, ebooks, contemporary, religion, psychology, classics, nonfiction, fantasy, fiction"
178,511,3.0,"mystery, crime, classics, suspense, ebooks, thriller, fiction"
178,45,3.0,"fiction, contemporary, mystery, suspense"
178,441,3.0,"ebooks, romance, fiction, classics, history"
178,433,2.0,"science, suspense, ebooks, fiction, contemporary, thriller, psychology, crime, classics, romance"
179,123,4.0,"mystery, paranormal, fantasy, fiction, romance"
179,23,2.0,"mystery, contemporary, fiction, fantasy, paranormal, classics"
179,283,3.0,"fantasy, classics, fiction, contemporary, mystery, paranormal"
179,124,3.0,"philosophy, contemporary, ebooks, classics, fantasy, fiction, science"
179,69,4.0,"philosophy, nonfiction, science, ebooks, travel, fiction, history"
179,70,4.0,"fiction, biography, history, memoir, nonfiction, travel, ebooks, contemporary"
179,71,4.0,"travel, contemporary, science, ebooks, fiction, biography, memoir, history, nonfiction"
179,72,4.0,"travel, contemporary, memoir, biography, fiction, history, ebooks, nonfiction"
179,57,4.0,"travel, nonfiction, memoir, biography, history, ebooks, fiction, contemporary"
179,125,3.0,"ebooks, contemporary, fiction, travel, nonfiction, biography, history, memoir"
179,58,4.0,"fantasy, ebooks, fiction, classics"
179,84,4.0,"science, classics, fiction, nonfiction, art, fantasy"
179,74,4.0,"sports, classics, history, memoir, contemporary, fiction"
179,88,4.0,"psychology, nonfiction, business"
179,278,5.0,"nonfiction, philosophy, ebooks, psychology, business, science"
179,220,3.0,"business, nonfiction, ebooks, psychology"
180,115,3.0,"fiction, contemporary, classics, philosophy"
180,437,3.0,"fiction, poetry, philosophy, ebooks, fantasy, history, classics"
180,40,3.0,"contemporary, ebooks, romance, fiction, classics"
180,229,5.0,"fiction, history, nonfiction, biography, travel, memoir, classics, contemporary"
180,201,5.0,"history, business, science, philosophy, nonfiction"
180,107,5.0,"classics, fiction, romance, ebooks"
180,371,3.0,"contemporary, crime, suspense, fiction, mystery, thriller"
180,154,5.0,"classics, fiction, history"
180,66,4.0,"classics, fiction, ebooks, religion, contemporary"
180,453,5.0,"fiction, history, travel, memoir, classics, nonfiction, ebooks"
180,284,5.0,"biography, history, business, memoir, nonfiction"
180,374,3.0,"horror, fiction, ebooks, thriller, contemporary, suspense, crime, mystery"
180,454,5.0,"fiction, psychology, nonfiction, religion, philosophy, business, spirituality"
180,512,5.0,"ebooks, mystery, contemporary, science, suspense, classics, thriller, fantasy, horror, fiction"
180,513,5.0,"fantasy, horror, romance, paranormal, fiction, thriller, contemporary, ebooks, manga, mystery"
181,320,3.0,"religion, psychology, nonfiction, christian"
181,223,4.0,"suspense, fiction, crime, thriller, mystery, horror, contemporary, ebooks"
181,137,3.0,"fiction, ebooks, contemporary, classics, thriller, crime, mystery, suspense"
181,138,3.0,"classics, ebooks, romance, contemporary, fiction"
181,46,4.0,"fiction, history, memoir, biography, ebooks, classics"
181,140,4.0,"history, romance, suspense, fiction, mystery, contemporary, thriller, ebooks"
181,224,4.0,"ebooks, contemporary, crime, suspense, thriller, mystery, fiction"
181,225,4.0,"ebooks, fiction, psychology, philosophy, history, memoir, nonfiction, biography, science"
181,142,4.0,"classics, fiction"
181,144,4.0,"ebooks, fantasy, fiction, classics"
181,145,4.0,"fiction, fantasy, classics, ebooks, science"
182,261,1.0,"philosophy, ebooks, fantasy, science, history, contemporary, classics, fiction"
182,115,2.0,"philosophy, classics, contemporary, fiction"
182,463,5.0,"psychology, ebooks, philosophy, business, science, nonfiction, history"
182,234,2.0,"fantasy, science, classics, thriller, ebooks, mystery, religion, contemporary, fiction"
182,437,2.0,"fantasy, history, philosophy, poetry, fiction, classics, ebooks"
182,229,3.0,"history, memoir, travel, contemporary, classics, nonfiction, biography, fiction"
182,187,3.0,"fiction, ebooks, mystery, suspense, thriller, crime"
182,408,4.0,"fiction, mystery, classics, thriller, suspense, ebooks, crime"
182,514,3.0,"romance, fiction, classics, ebooks, contemporary"
182,515,2.0,"history, contemporary, fiction, classics"
182,516,4.0,"history, nonfiction, biography, ebooks, thriller, science, mystery, crime, fiction"
182,284,2.0,"history, memoir, biography, business, nonfiction"
182,517,4.0,"mystery, crime, fiction, thriller, suspense, ebooks, contemporary"
182,518,3.0,"mystery, crime, fiction, history, art"
183,23,3.0,"paranormal, mystery, contemporary, classics, fiction, fantasy"
183,68,5.0,"fantasy, fiction, classics, paranormal, mystery, contemporary, thriller"
183,56,5.0,"fiction, classics, science, ebooks, fantasy, contemporary"
183,69,4.0,"philosophy, travel, fiction, ebooks, science, history, nonfiction"
183,70,4.0,"travel, nonfiction, memoir, history, biography, fiction, ebooks, contemporary"
183,71,4.0,"science, ebooks, fiction, history, travel, biography, memoir, nonfiction, contemporary"
183,72,3.0,"memoir, nonfiction, biography, fiction, travel, ebooks, contemporary, history"
183,57,4.0,"nonfiction, travel, memoir, contemporary, fiction, ebooks, history, biography"
183,25,5.0,"nonfiction, history, ebooks, contemporary"
183,60,5.0,"ebooks, fiction, classics"
183,61,4.0,"fiction, fantasy, classics, science, ebooks, philosophy, religion"
183,76,5.0,"ebooks, romance, fiction, classics"
183,131,5.0,"ebooks, religion, philosophy, science, classics, fiction, fantasy"
183,126,5.0,"romance, science, classics, fantasy, fiction"
183,9,5.0,"crime, fantasy, fiction, mystery, ebooks, science, classics, contemporary"
183,204,5.0,"paranormal, science, classics, travel, contemporary, ebooks, fiction, fantasy, mystery, crime"
183,87,5.0,"contemporary, mystery, crime, thriller, philosophy, romance, fiction"
183,88,4.0,"business, psychology, nonfiction"
183,16,4.0,"art, classics, history, philosophy, science, psychology, business, nonfiction"
